y_test,y_pred
0.16857011800000002,0.14041609
0.22869674199999998,0.22167265
0.119657141,0.07852167
0.108169846,0.22660244
0.16865296,0.1620655
0.139399309,0.12671602
0.545671692,0.52194893
0.138200996,0.18073255
0.481330014,0.3588888
0.351061061,0.24401301
0.278291153,0.17366642
