y_pred,y_test
0.68832755,0.16857011800000002
0.9407449,0.22869674199999998
0.897009,0.119657141
0.7741319,0.108169846
0.8477911,0.16865296
0.83516747,0.139399309
0.94076866,0.545671692
0.84906584,0.138200996
0.876841,0.481330014
0.95006806,0.351061061
0.745646,0.278291153
